telemetry_id,control_id,asset_id,timestamp,coverage_percentage,compliance_percentage,health_status,event_count,source,data_quality,freshness_timestamp,period
TEL-71abbd79ac7f,CTRL-FW,AST-00048,2026-05-10T14:23:38.249549,66.1,48.6,DEGRADED,362,syslog,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-29f3f77a0e84,CTRL-FW,AST-00048,2026-08-03T00:23:38.249549,100,82.6,DEGRADED,64,agent,GOOD,2026-08-03T00:23:38.249549,CURRENT
TEL-6343443d94da,CTRL-FW,AST-00129,2026-05-10T14:23:38.249549,71.4,58.8,DEGRADED,266,agent,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-e85029e3f855,CTRL-FW,AST-00129,2026-08-04T14:23:38.249549,100,86.3,HEALTHY,176,agent,GOOD,2026-08-04T14:23:38.249549,CURRENT
TEL-db4020295c6d,CTRL-FW,AST-00051,2026-05-11T14:23:38.249549,68.0,61.2,HEALTHY,237,cloud_api,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-2d7545e06abd,CTRL-FW,AST-00051,2026-07-31T05:23:38.249549,93.1,89.5,HEALTHY,69,cloud_api,GOOD,2026-07-31T05:23:38.249549,CURRENT
TEL-8c694bb28b7b,CTRL-FW,AST-00175,2026-05-15T14:23:38.249549,62.1,44.3,DEGRADED,283,agent,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-f4142c919402,CTRL-FW,AST-00175,2026-07-31T17:23:38.249549,78.0,61.1,HEALTHY,225,agent,GOOD,2026-07-31T17:23:38.249549,CURRENT
TEL-23f33bfa8405,CTRL-FW,AST-00035,2026-05-15T14:23:38.249549,50.3,46.5,HEALTHY,298,agent,DEGRADED,2026-05-15T14:23:38.249549,BASELINE
TEL-c8e7fe317f48,CTRL-FW,AST-00035,2026-07-31T20:23:38.249549,76.7,70.3,HEALTHY,295,syslog,DEGRADED,2026-07-31T20:23:38.249549,CURRENT
TEL-ba1dca0df619,CTRL-FW,AST-00073,2026-05-13T14:23:38.249549,51.4,45.1,DEGRADED,38,syslog,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-6b33a3e5bf0c,CTRL-FW,AST-00073,2026-07-31T02:23:38.249549,76.7,62.2,DEGRADED,166,syslog,GOOD,2026-07-31T02:23:38.249549,CURRENT
TEL-b80935ba159f,CTRL-FW,AST-00180,2026-05-12T14:23:38.249549,73.9,65.7,HEALTHY,62,cloud_api,GOOD,2026-05-12T14:23:38.249549,BASELINE
TEL-9a86a8a272b2,CTRL-FW,AST-00180,2026-08-02T16:23:38.249549,100,91.5,HEALTHY,82,cloud_api,GOOD,2026-08-02T16:23:38.249549,CURRENT
TEL-0832440c0591,CTRL-FW,AST-00159,2026-05-13T14:23:38.249549,73.3,47.8,HEALTHY,457,cloud_api,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-396a71ccbeba,CTRL-FW,AST-00159,2026-08-02T02:23:38.249549,100,67.9,HEALTHY,292,agent,GOOD,2026-08-02T02:23:38.249549,CURRENT
TEL-a07960fbcf8a,CTRL-FW,AST-00117,2026-05-14T14:23:38.249549,49.9,60.0,HEALTHY,251,syslog,DEGRADED,2026-05-14T14:23:38.249549,BASELINE
TEL-33bfd51f5bb7,CTRL-FW,AST-00117,2026-07-29T21:23:38.249549,73.1,86.9,HEALTHY,468,syslog,GOOD,2026-07-29T21:23:38.249549,CURRENT
TEL-a04915066d81,CTRL-FW,AST-00218,2026-05-12T14:23:38.249549,49.5,62.6,HEALTHY,27,syslog,GOOD,2026-05-12T14:23:38.249549,BASELINE
TEL-e899c3c4bfc8,CTRL-FW,AST-00218,2026-08-04T09:23:38.249549,,79.6,HEALTHY,310,syslog,DEGRADED,2026-08-04T09:23:38.249549,CURRENT
TEL-99ccc3ff3b0d,CTRL-FW,AST-00190,2026-05-11T14:23:38.249549,60.6,57.1,HEALTHY,190,syslog,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-9ec0c1c45a1e,CTRL-FW,AST-00190,2026-08-01T05:23:38.249549,88.2,79.1,HEALTHY,31,agent,GOOD,2026-08-01T05:23:38.249549,CURRENT
TEL-04e44f96efa8,CTRL-FW,AST-00010,2026-05-14T14:23:38.249549,53.3,67.7,HEALTHY,235,agent,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-757ef3370ba2,CTRL-FW,AST-00010,2026-07-30T12:23:38.249549,75.9,95.6,DEGRADED,292,agent,GOOD,2026-07-30T12:23:38.249549,CURRENT
TEL-45c18f7e1652,CTRL-FW,AST-00184,2026-05-14T14:23:38.249549,49.5,63.4,HEALTHY,155,agent,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-98312ff089a6,CTRL-FW,AST-00184,2026-07-31T15:23:38.249549,78.9,93.0,HEALTHY,313,agent,DEGRADED,2026-07-31T15:23:38.249549,CURRENT
TEL-8aa3043df3a8,CTRL-FW,AST-00210,2026-05-13T14:23:38.249549,62.3,42.5,HEALTHY,203,agent,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-c1912e5affb7,CTRL-FW,AST-00210,2026-08-07T15:23:38.249549,100,71.2,HEALTHY,443,syslog,DEGRADED,2026-08-07T15:23:38.249549,CURRENT
TEL-e5abe2d49d66,CTRL-FW,AST-00130,2026-05-10T14:23:38.249549,73.8,62.6,HEALTHY,59,agent,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-043419da0f0c,CTRL-FW,AST-00130,2026-08-02T03:23:38.249549,99.1,80.4,HEALTHY,316,syslog,GOOD,2026-08-02T03:23:38.249549,CURRENT
TEL-bc8361e02245,CTRL-FW,AST-00080,2026-05-13T14:23:38.249549,49.1,62.3,DEGRADED,382,syslog,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-18cc995c84fb,CTRL-FW,AST-00080,2026-07-29T16:23:38.249549,72.7,87.9,HEALTHY,106,syslog,GOOD,2026-07-29T16:23:38.249549,CURRENT
TEL-43418dbb5127,CTRL-FW,AST-00001,2026-05-14T14:23:38.249549,50.4,60.0,HEALTHY,90,agent,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-d49b60bab888,CTRL-FW,AST-00001,2026-08-07T12:23:38.249549,2025-07-25T14:23:38.249549,81.0,HEALTHY,472,cloud_api,DEGRADED,2026-08-07T12:23:38.249549,CURRENT
TEL-1f68fe0e35c0,CTRL-FW,AST-00009,2026-05-13T14:23:38.249549,2026-04-01T14:23:38.249549,44.0,HEALTHY,187,cloud_api,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-33f478b8ddb4,CTRL-FW,AST-00009,2026-08-07T06:23:38.249549,85.5,71.0,HEALTHY,335,agent,GOOD,2026-08-07T06:23:38.249549,CURRENT
TEL-c22b88819dbd,CTRL-FW,AST-00150,2026-05-15T14:23:38.249549,51.4,57.9,HEALTHY,49,agent,DEGRADED,2026-05-15T14:23:38.249549,BASELINE
TEL-c38bdd3877ee,CTRL-FW,AST-00150,2026-08-02T09:23:38.249549,83.1,75.5,HEALTHY,183,syslog,GOOD,2026-08-02T09:23:38.249549,CURRENT
TEL-f0ca7c398447,CTRL-FW,AST-00052,2026-05-10T14:23:38.249549,56.0,67.7,DEGRADED,398,agent,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-c031edd8edcd,CTRL-FW,AST-00052,2026-08-05T20:23:38.249549,78.7,87.0,HEALTHY,185,syslog,GOOD,2026-08-05T20:23:38.249549,CURRENT
TEL-9cb6d2c76521,CTRL-FW,AST-00097,2026-05-10T14:23:38.249549,51.9,41.8,FAILED,220,cloud_api,DEGRADED,2026-05-10T14:23:38.249549,BASELINE
TEL-e96607874fc4,CTRL-FW,AST-00097,2026-08-03T21:23:38.249549,,68.8,DEGRADED,271,syslog,DEGRADED,2026-08-03T21:23:38.249549,CURRENT
TEL-b9ae1817cf94,CTRL-FW,AST-00140,2026-05-15T14:23:38.249549,48.2,68.6,HEALTHY,363,cloud_api,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-bc16e25f987c,CTRL-FW,AST-00140,2026-08-01T21:23:38.249549,,86.8,DEGRADED,207,cloud_api,GOOD,2026-08-01T21:23:38.249549,CURRENT
TEL-2135444978fd,CTRL-FW,AST-00113,2026-05-14T14:23:38.249549,68.1,52.7,HEALTHY,398,cloud_api,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-7243c95294c6,CTRL-FW,AST-00113,2026-08-07T22:23:38.249549,94.3,83.4,HEALTHY,245,agent,GOOD,2026-08-07T22:23:38.249549,CURRENT
TEL-514d182bb70d,CTRL-FW,AST-00141,2026-05-10T14:23:38.249549,69.3,40.1,HEALTHY,62,agent,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-df52da4cbbd5,CTRL-FW,AST-00141,2026-07-31T10:23:38.249549,95.8,56.0,HEALTHY,117,agent,GOOD,2026-07-31T10:23:38.249549,CURRENT
TEL-fda3f97df9c7,CTRL-FW,AST-00030,2026-05-10T14:23:38.249549,,54.7,DEGRADED,343,cloud_api,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-62d0d1668680,CTRL-FW,AST-00030,2026-08-02T19:23:38.249549,91.9,78.1,FAILED,360,agent,GOOD,2026-07-28T14:23:38.249549,CURRENT
TEL-a984d5b01ec2,CTRL-FW,AST-00149,2026-05-13T14:23:38.249549,50.9,53.6,HEALTHY,24,cloud_api,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-ed105b282c3a,CTRL-FW,AST-00149,2026-08-01T00:23:38.249549,66.9,73.5,HEALTHY,410,cloud_api,GOOD,2026-08-01T00:23:38.249549,CURRENT
TEL-6c194576af11,CTRL-FW,AST-00201,2026-05-14T14:23:38.249549,66.1,57.0,HEALTHY,218,syslog,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-d974a95db526,CTRL-FW,AST-00201,2026-07-30T10:23:38.249549,81.7,75.6,HEALTHY,170,agent,BAD,2026-07-28T14:23:38.249549,CURRENT
TEL-f6540412236d,CTRL-FW,AST-00122,2026-05-13T14:23:38.249549,69.1,58.2,HEALTHY,201,cloud_api,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-1a84a53875c5,CTRL-FW,AST-00122,2026-07-29T18:23:38.249549,100,76.3,HEALTHY,425,agent,GOOD,2026-07-29T18:23:38.249549,CURRENT
TEL-8c6dfb51668d,CTRL-FW,AST-00176,2026-05-13T14:23:38.249549,59.3,69.4,HEALTHY,301,agent,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-b4581bf86093,CTRL-FW,AST-00176,2026-08-07T13:23:38.249549,75.1,92.5,HEALTHY,341,cloud_api,GOOD,2026-08-07T13:23:38.249549,CURRENT
TEL-0fbb3b408c40,CTRL-FW,AST-00112,2026-05-14T14:23:38.249549,52.6,59.7,HEALTHY,366,syslog,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-08fdfa3daddb,CTRL-FW,AST-00112,2026-07-31T10:23:38.249549,68.1,86.4,HEALTHY,1,cloud_api,GOOD,2026-07-31T10:23:38.249549,CURRENT
TEL-38de0ad525e8,CTRL-FW,AST-00037,2026-05-14T14:23:38.249549,74.9,63.5,DEGRADED,152,syslog,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-3e8c593ed59d,CTRL-FW,AST-00037,2026-08-02T03:23:38.249549,91.6,79.4,HEALTHY,310,syslog,BAD,2026-08-02T03:23:38.249549,CURRENT
TEL-6116c081b728,CTRL-FW,AST-00108,2026-05-15T14:23:38.249549,64.2,46.0,HEALTHY,284,syslog,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-04d18cd18551,CTRL-FW,AST-00108,2026-08-07T08:23:38.249549,95.4,72.8,HEALTHY,110,cloud_api,GOOD,2026-08-07T08:23:38.249549,CURRENT
TEL-c011eaff058f,CTRL-FW,AST-00013,2026-05-11T14:23:38.249549,46.5,48.0,HEALTHY,377,syslog,DEGRADED,2026-05-11T14:23:38.249549,BASELINE
TEL-d6d5af5a731b,CTRL-FW,AST-00013,2026-07-31T11:23:38.249549,73.5,67.7,HEALTHY,466,agent,BAD,2026-07-31T11:23:38.249549,CURRENT
TEL-675407ea93d1,CTRL-FW,AST-00054,2026-05-11T14:23:38.249549,58.4,61.3,FAILED,338,agent,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-5c4037e3281f,CTRL-FW,AST-00054,2026-07-30T04:23:38.249549,73.7,94.6,DEGRADED,276,agent,GOOD,2026-07-30T04:23:38.249549,CURRENT
TEL-87b02c7a5014,CTRL-FW,AST-00004,2026-05-15T14:23:38.249549,57.3,59.8,HEALTHY,435,syslog,DEGRADED,2026-05-15T14:23:38.249549,BASELINE
TEL-755c25866692,CTRL-FW,AST-00004,2026-07-31T01:23:38.249549,93.3,88.0,HEALTHY,384,syslog,GOOD,2026-07-31T01:23:38.249549,CURRENT
TEL-b9789bac3b44,CTRL-FW,AST-00028,2026-05-11T14:23:38.249549,62.9,63.4,FAILED,492,agent,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-20eb28a8f976,CTRL-FW,AST-00028,2026-07-30T01:23:38.249549,100.0,87.4,FAILED,475,syslog,GOOD,2026-07-30T01:23:38.249549,CURRENT
TEL-5eece0d64d27,CTRL-FW,AST-00183,2026-05-12T14:23:38.249549,69.5,69.1,HEALTHY,61,cloud_api,DEGRADED,2026-05-12T14:23:38.249549,BASELINE
TEL-24df22f40303,CTRL-FW,AST-00183,2026-08-05T09:23:38.249549,100,100,HEALTHY,119,syslog,BAD,2026-08-05T09:23:38.249549,CURRENT
TEL-21dcf6ce3ee2,CTRL-FW,AST-00076,2026-05-10T14:23:38.249549,2026-06-16T14:23:38.249549,68.0,HEALTHY,163,cloud_api,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-860766f9dd31,CTRL-FW,AST-00076,2026-07-30T23:23:38.249549,98.5,93.8,HEALTHY,288,agent,GOOD,2026-07-30T23:23:38.249549,CURRENT
TEL-cdef14d7c2bd,CTRL-FW,AST-00039,2026-05-14T14:23:38.249549,57.1,60.0,DEGRADED,138,agent,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-938665357f56,CTRL-FW,AST-00039,2026-07-30T02:23:38.249549,91.2,93.7,HEALTHY,371,cloud_api,GOOD,2026-07-30T02:23:38.249549,CURRENT
TEL-959ae894eeb7,CTRL-FW,AST-00007,2026-05-12T14:23:38.249549,75.0,54.3,HEALTHY,60,cloud_api,DEGRADED,2026-05-12T14:23:38.249549,BASELINE
TEL-57c06e175c9e,CTRL-FW,AST-00007,2026-08-08T03:23:38.249549,100,82.0,HEALTHY,218,agent,GOOD,2026-08-08T03:23:38.249549,CURRENT
TEL-eb99b082dfe3,CTRL-FW,AST-00031,2026-05-15T14:23:38.249549,61.6,54.6,HEALTHY,193,cloud_api,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-98f2a08d708e,CTRL-FW,AST-00031,2026-08-02T17:23:38.249549,82.8,83.1,DEGRADED,337,syslog,GOOD,2026-08-02T17:23:38.249549,CURRENT
TEL-85b84b47ba27,CTRL-FW,AST-00110,2026-05-15T14:23:38.249549,50.5,66.5,HEALTHY,196,syslog,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-170c353efec6,CTRL-FW,AST-00110,2026-08-01T19:23:38.249549,81.5,100,HEALTHY,231,syslog,GOOD,2026-08-01T19:23:38.249549,CURRENT
TEL-8add30ac1218,CTRL-FW,AST-00157,2026-05-11T14:23:38.249549,46.9,56.8,HEALTHY,389,agent,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-37ae11a314ad,CTRL-FW,AST-00157,2026-08-06T22:23:38.249549,62.2,73.9,HEALTHY,257,syslog,DEGRADED,2026-08-06T22:23:38.249549,CURRENT
TEL-db59c8e293b8,CTRL-FW,AST-00021,2026-05-11T14:23:38.249549,-68.4,52.0,HEALTHY,245,agent,BAD,2026-05-11T14:23:38.249549,BASELINE
TEL-c056ef96aa43,CTRL-FW,AST-00021,2026-08-02T01:23:38.249549,90.0,80.9,HEALTHY,217,agent,GOOD,2026-08-02T01:23:38.249549,CURRENT
TEL-a45f036fab44,CTRL-FW,AST-00174,2026-05-14T14:23:38.249549,46.9,46.4,HEALTHY,183,syslog,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-1b6b695b9ead,CTRL-FW,AST-00174,2026-07-30T01:23:38.249549,69.4,78.0,FAILED,447,agent,GOOD,2026-07-30T01:23:38.249549,CURRENT
TEL-7398b13e289e,CTRL-FW,AST-00139,2026-05-12T14:23:38.249549,48.2,61.6,HEALTHY,130,cloud_api,GOOD,2026-05-12T14:23:38.249549,BASELINE
TEL-57e65799c204,CTRL-FW,AST-00139,2026-08-06T15:23:38.249549,68.6,94.5,DEGRADED,11,agent,GOOD,2026-08-06T15:23:38.249549,CURRENT
TEL-7d2037351ad6,CTRL-FW,AST-00012,2026-05-14T14:23:38.249549,73.7,54.9,HEALTHY,446,agent,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-1c0bf3ee05d0,CTRL-FW,AST-00012,2026-08-07T14:23:38.249549,100,75.1,HEALTHY,432,agent,GOOD,2026-08-07T14:23:38.249549,CURRENT
TEL-03d04efaec9f,CTRL-FW,AST-00056,2026-05-14T14:23:38.249549,67.2,67.9,HEALTHY,293,syslog,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-b8e0ba9849cf,CTRL-FW,AST-00056,2026-08-07T06:23:38.249549,100,84.2,HEALTHY,443,cloud_api,GOOD,2026-08-07T06:23:38.249549,CURRENT
TEL-01096bf392cb,CTRL-FW,AST-00205,2026-05-14T14:23:38.249549,61.5,42.4,HEALTHY,429,cloud_api,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-5731cf9a3148,CTRL-FW,AST-00205,2026-07-30T13:23:38.249549,79.0,62.8,DEGRADED,279,cloud_api,GOOD,2026-07-30T13:23:38.249549,CURRENT
TEL-14bf5430429c,CTRL-BACKUP,AST-00207,2026-05-14T14:23:38.249549,66.3,51.2,HEALTHY,264,syslog,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-73ab33231268,CTRL-BACKUP,AST-00207,2026-07-30T22:23:38.249549,2026-07-02T14:23:38.249549,85.6,HEALTHY,202,cloud_api,GOOD,2026-07-30T22:23:38.249549,CURRENT
TEL-584c64129702,CTRL-BACKUP,AST-00064,2026-05-14T14:23:38.249549,74.7,66.2,HEALTHY,402,agent,DEGRADED,2026-05-14T14:23:38.249549,BASELINE
TEL-60b242f64891,CTRL-BACKUP,AST-00064,2026-07-30T05:23:38.249549,92.9,84.7,HEALTHY,405,cloud_api,DEGRADED,2026-07-30T05:23:38.249549,CURRENT
TEL-a26dfc155d43,CTRL-BACKUP,AST-00179,2026-05-11T14:23:38.249549,64.2,44.4,HEALTHY,376,cloud_api,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-c7edc190fe56,CTRL-BACKUP,AST-00179,2026-08-08T01:23:38.249549,89.8,61.6,HEALTHY,443,syslog,GOOD,2026-08-08T01:23:38.249549,CURRENT
TEL-2c5d76fab250,CTRL-BACKUP,AST-00149,2026-05-12T14:23:38.249549,61.6,59.1,HEALTHY,343,syslog,GOOD,2026-05-12T14:23:38.249549,BASELINE
TEL-edefea919cfd,CTRL-BACKUP,AST-00149,2026-08-03T03:23:38.249549,100,81.4,HEALTHY,408,cloud_api,GOOD,2026-08-03T03:23:38.249549,CURRENT
TEL-28560b07afb6,CTRL-BACKUP,AST-00102,2026-05-15T14:23:38.249549,65.3,49.2,HEALTHY,100,agent,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-1c0248b90424,CTRL-BACKUP,AST-00102,2026-08-03T15:23:38.249549,91.0,71.5,HEALTHY,229,cloud_api,GOOD,2026-08-03T15:23:38.249549,CURRENT
TEL-830fdfc3ab26,CTRL-BACKUP,AST-00218,2026-05-14T14:23:38.249549,63.4,69.3,HEALTHY,224,cloud_api,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-40e062ec5c21,CTRL-BACKUP,AST-00218,2026-07-31T19:23:38.249549,96.9,98.0,HEALTHY,380,agent,GOOD,2026-07-31T19:23:38.249549,CURRENT
TEL-3a08254abda9,CTRL-BACKUP,AST-00159,2026-05-11T14:23:38.249549,45.9,56.7,HEALTHY,365,agent,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-ceed8ad7a295,CTRL-BACKUP,AST-00159,2026-07-30T21:23:38.249549,82.6,79.2,HEALTHY,198,agent,GOOD,2026-07-30T21:23:38.249549,CURRENT
TEL-c01cf36b48ff,CTRL-BACKUP,AST-00141,2026-05-11T14:23:38.249549,52.6,45.8,HEALTHY,74,cloud_api,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-986a3c39e1a0,CTRL-BACKUP,AST-00141,2026-08-05T03:23:38.249549,85.5,68.6,DEGRADED,6,agent,DEGRADED,2026-08-05T03:23:38.249549,CURRENT
TEL-b47f901c27d7,CTRL-BACKUP,AST-00113,2026-05-15T14:23:38.249549,70.9,62.2,HEALTHY,146,syslog,DEGRADED,2026-05-15T14:23:38.249549,BASELINE
TEL-ce151c94579c,CTRL-BACKUP,AST-00113,2026-07-30T07:23:38.249549,100,87.5,HEALTHY,130,cloud_api,DEGRADED,2026-07-30T07:23:38.249549,CURRENT
TEL-751923aa6ea0,CTRL-BACKUP,AST-00080,2026-05-11T14:23:38.249549,73.7,52.8,HEALTHY,33,cloud_api,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-2bfa7f25fcf3,CTRL-BACKUP,AST-00080,2026-07-30T21:23:38.249549,95.2,84.3,HEALTHY,7,syslog,GOOD,2026-07-30T21:23:38.249549,CURRENT
TEL-9acc049a800c,CTRL-BACKUP,AST-00130,2026-05-14T14:23:38.249549,67.7,60.1,HEALTHY,257,syslog,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-261e6f0c7362,CTRL-BACKUP,AST-00130,2026-08-07T07:23:38.249549,100,79.9,DEGRADED,290,syslog,GOOD,2026-08-07T07:23:38.249549,CURRENT
TEL-c1d7255c04b8,CTRL-BACKUP,AST-00098,2026-05-15T14:23:38.249549,62.6,44.7,FAILED,161,cloud_api,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-9d9d01403923,CTRL-BACKUP,AST-00098,2026-08-02T05:23:38.249549,90.5,77.4,HEALTHY,230,syslog,GOOD,2026-08-02T05:23:38.249549,CURRENT
TEL-3093f3b384dc,CTRL-BACKUP,AST-00146,2026-05-14T14:23:38.249549,56.3,42.7,HEALTHY,129,agent,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-e24c5b5136ea,CTRL-BACKUP,AST-00146,2026-08-02T20:23:38.249549,72.2,72.3,HEALTHY,303,cloud_api,GOOD,2026-08-02T20:23:38.249549,CURRENT
TEL-2aacbdfc1573,CTRL-BACKUP,AST-00211,2026-05-15T14:23:38.249549,52.1,43.1,HEALTHY,471,agent,DEGRADED,2026-05-15T14:23:38.249549,BASELINE
TEL-d2acd5443260,CTRL-BACKUP,AST-00211,2026-08-01T14:23:38.249549,81.3,77.6,HEALTHY,263,agent,GOOD,2026-08-01T14:23:38.249549,CURRENT
TEL-e33a524ba706,CTRL-BACKUP,AST-00177,2026-05-10T14:23:38.249549,61.7,44.4,HEALTHY,1,agent,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-94d89da4312b,CTRL-BACKUP,AST-00177,2026-08-08T11:23:38.249549,82.0,60.3,HEALTHY,23,agent,GOOD,2026-08-08T11:23:38.249549,CURRENT
TEL-a3543ea99520,CTRL-BACKUP,AST-00024,2026-05-13T14:23:38.249549,63.9,56.7,HEALTHY,42,cloud_api,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-1d93087b1c56,CTRL-BACKUP,AST-00024,2026-07-31T23:23:38.249549,95.7,87.8,HEALTHY,370,agent,DEGRADED,2026-07-31T23:23:38.249549,CURRENT
TEL-849ca6ba23e3,CTRL-BACKUP,AST-00084,2026-05-14T14:23:38.249549,53.7,47.3,HEALTHY,141,cloud_api,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-c181553af23e,CTRL-BACKUP,AST-00084,2026-08-03T04:23:38.249549,76.7,81.2,HEALTHY,161,cloud_api,GOOD,2026-08-03T04:23:38.249549,CURRENT
TEL-61046fde5213,CTRL-BACKUP,AST-00088,2026-05-10T14:23:38.249549,74.5,60.3,FAILED,234,cloud_api,DEGRADED,2026-05-10T14:23:38.249549,BASELINE
TEL-fc973647767d,CTRL-BACKUP,AST-00088,2026-08-06T12:23:38.249549,1097.4,77.2,HEALTHY,224,agent,GOOD,2026-08-06T12:23:38.249549,CURRENT
TEL-2ce50137e494,CTRL-BACKUP,AST-00151,2026-05-13T14:23:38.249549,72.1,53.0,HEALTHY,463,syslog,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-b73ddf7008b4,CTRL-BACKUP,AST-00151,2026-08-04T02:23:38.249549,88.2,85.9,HEALTHY,360,agent,BAD,2026-08-04T02:23:38.249549,CURRENT
TEL-22e7e12b5561,CTRL-BACKUP,AST-00067,2026-05-14T14:23:38.249549,45.0,49.7,HEALTHY,267,syslog,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-b971d367c32f,CTRL-BACKUP,AST-00067,2026-08-05T18:23:38.249549,71.2,72.7,HEALTHY,280,agent,GOOD,2026-08-05T18:23:38.249549,CURRENT
TEL-0fb95ef6de3a,CTRL-BACKUP,AST-00081,2026-05-11T14:23:38.249549,49.2,57.0,HEALTHY,270,agent,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-597e6bc9de5b,CTRL-BACKUP,AST-00081,2026-08-04T11:23:38.249549,77.6,84.5,HEALTHY,60,cloud_api,GOOD,2026-08-04T11:23:38.249549,CURRENT
TEL-b8758ac88a72,CTRL-BACKUP,AST-00169,2026-05-10T14:23:38.249549,65.5,63.4,HEALTHY,185,cloud_api,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-43736a114714,CTRL-BACKUP,AST-00169,2026-08-04T16:23:38.249549,96.5,79.9,HEALTHY,304,agent,GOOD,2026-08-04T16:23:38.249549,CURRENT
TEL-9d0b973d7d71,CTRL-BACKUP,AST-00013,2026-05-12T14:23:38.249549,73.3,66.4,HEALTHY,295,syslog,GOOD,2026-05-12T14:23:38.249549,BASELINE
TEL-6e3d71c1b8e2,CTRL-BACKUP,AST-00013,2026-08-03T18:23:38.249549,91.6,96.7,HEALTHY,2,syslog,GOOD,2026-07-29T14:23:38.249549,CURRENT
TEL-62b261f5ae36,CTRL-BACKUP,AST-00029,2026-05-12T14:23:38.249549,49.2,53.8,HEALTHY,361,agent,GOOD,2026-05-12T14:23:38.249549,BASELINE
TEL-721f6da7df47,CTRL-BACKUP,AST-00029,2026-08-07T08:23:38.249549,66.0,75.5,HEALTHY,401,agent,GOOD,2026-08-07T08:23:38.249549,CURRENT
TEL-b71f478b4c27,CTRL-BACKUP,AST-00032,2026-05-14T14:23:38.249549,65.2,56.5,DEGRADED,223,cloud_api,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-dd253d45592b,CTRL-BACKUP,AST-00032,2026-08-01T00:23:38.249549,100,77.1,HEALTHY,300,agent,GOOD,2026-08-01T00:23:38.249549,CURRENT
TEL-fcb8c5ce90ee,CTRL-BACKUP,AST-00158,2026-05-15T14:23:38.249549,69.3,67.4,HEALTHY,421,syslog,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-cadc9e585fd1,CTRL-BACKUP,AST-00158,2026-08-04T17:23:38.249549,100,87.7,DEGRADED,163,cloud_api,GOOD,2026-08-04T17:23:38.249549,CURRENT
